 3337          0 
 3237          0 
 3135          0 
 3136          0 
 3036          0 
 2936          0 
 2837          0 
 2738          0 
 2739          0 
 2740          0 
 2640          0 
 2539          0 
 2438          0 
 2736          0 
 2635          0 
 2534          0 
 2432          0 
 2431          0 
 2325          0 
 2324          0 
 2217          0 
 2110          0 
 2111          0 
 2002          0 
 1892          0 
 1783          0 
 1675          0 
 1568          0 
 1567          0 
 1566          0 
 1463          0 
 1361          0 
 1362          0 
 1363          0 
 1364          0 
 1365          0 
 1366          0 
 1271          0 
 1183          0 
 1097          0 
 1014          0 
 1015          0 
 938           0 
 939           0 
 1017          0 
 1018          0 
 1102          0 
 791           0 
 790           0 
 865           0 
 941           0 
 1184          0 
 1185          0 
 1186          0 
 1100          0 
 2331          0 
 2224          0 
 2115          0 
 2006          0 
 2005          0 
 1895          0 
 1896          0 
 1897          0 
 1898          0 
 1789          0 
 1680          0 
 1573          0 
 1470          0 
 1469          0 
 1367          0 
 1571          0 
 1570          0 
 1569          0 
 1466          0 
 2114          0 
 2004          0 
 2003          0 
 2328          0 
 2327          0 
 2326          0 
 2219          0 
 2637          0 
 2636          0 
 1786          0 
 1678          0 
 1677          0 
 1676          0 
 1785          0 
 1784          0 
 3601          0 
 3602          0 
 3603          0 
 3604          0 
 3695          0 
 3785          0 
 3874          0 
 3963          0 
 4052          0 
 4141          0 
 4142          0 
 4233          0 
 4325          0 
 4326          0 
 4327          0 
 4328          0 
 4238          0 
 4239          0 
 4150          0 
 4151          0 
 4063          0 
 4064          0 
 4065          0 
 3977          0 
 3889          0 
 3890          0 
 3891          0 
 3803          0 
 3714          0 
 3625          0 
 3626          0 
 2712          0 
 2713          0 
 2613          0 
 2513          0 
 2411          0 
 2305          0 
 2306          0 
 2307          0 
 2308          0 
 2201          0 
 2093          0 
 2094          0 
 2095          0 
 1987          0 
 1988          0 
 1879          0 
 1771          0 
 1664          0 
 1665          0 
 1559          0 
 1457          0 
 1458          0 
 1459          0 
 1460          0 
 1461          0 
 1359          0 
 1263          0 
 1175          0 
 1089          0 
 1006          0 
 929           0 
 930           0 
 854           0 
 855           0 
 856           0 
 782           0 
 783           0 
 784           0 
 860           0 
 786           0 
 713           0 
 640           0 
 129           0 
 171           0 
 219           0 
 269           0 
 322           0 
 376           0 
 433           0 
 434           0 
 499           0 
 568           0 
 569           0 
 642           0 
 571           0 
 572           0 
 645           0 
 646           0 
 503           0 
 439           0 
 384           0 
 330           0 
 279           0 
 230           0 
 862           0 
 863           0 
 864           0 
 789           0 
 715           0 
 3515          0 
 3516          0 
 3517          0 
 3518          0 
 3422          0 
 3324          0 
 3325          0 
 3226          0 
 3124          0 
 3024          0 
 2924          0 
 2824          0 
 2823          0 
 2722          0 
 2721          0 
 2619          0 
 2618          0 
 2517          0 
 2414          0 
 2626          0 
 2525          0 
 2422          0 
 2316          0 
 2209          0 
 2100          0 
 1991          0 
 1880          0 
 2419          0 
 2313          0 
 2207          0 
 2099          0 
 634           0 
 707           0 
 781           0 
 1556          0 
 1555          0 
 1452          0 
 1350          0 
 1255          0 
 1167          0 
 1081          0 
 998           0 
 921           0 
 999           0 
 1000          0 
 1001          0 
 1002          0 
 1003          0 
 926           0 
 927           0 
 928           0 
 633           0 
 706           0 
 705           0 
 779           0 
 777           0 
 778           0 
 1554          0 
 1553          0 
 1449          0 
 1346          0 
 1249          0 
 1248          0 
 1159          0 
 1158          0 
 1072          0 
 989           0 
 912           0 
 836           0 
 837           0 
 763           0 
 689           0 
 616           0 
 543           0 
 474           0 
 409           0 
 353           0 
 298           0 
 246           0 
 245           0 
 195           0 
 148           0 
 105           0 
 302           0 
 357           0 
 414           0 
 479           0 
 548           0 
 621           0 
 694           0 
 768           0 
 843           0 
 844           0 
 306           0 
 305           0 
 359           0 
 358           0 
 552           0 
 551           0 
 550           0 
 549           0 
 1257          0 
 1169          0 
 1083          0 
 842           0 
 841           0 
 840           0 
 839           0 
 838           0 
 833           0 
 834           0 
 835           0 
 408           0 
 407           0 
 471           0 
 470           0 
 469           0 
 468           0 
 404           0 
 347           0 
 293           0 
 292           0 
 291           0 
 239           0 
 238           0 
 187           0 
 604           0 
 532           0 
 463           0 
 399           0 
 344           0 
 290           0 
 566           0 
 497           0 
 8672          8673 
 8616          8617 
 8615          8616 
 8554          8555 
 8487          8488 
 8417          8418 
 8345          8346 
 8268          8269 
 8191          8192 
 8112          8113 
 8031          8032 
 7944          7945 
 7851          7852 
 7756          7757 
 7661          7662 
 7568          7569 
 7476          7477 
 7385          7476 
 7386          7477 
 7387          7388 
 7299          7300 
 7214          7215 
 7130          7131 
 7048          7049 
 6969          6970 
 6896          7051 
 6824          6898 
 6752          6753 
 6681          6682 
 6611          6683 
 6539          6685 
 6466          6467 
 6393          6394 
 6314          6467 
 6235          6540 
 6236          6540 
 6237          6541 
 6159          6469 
 6160          6397 
 6085          6320 
 6009          6242 
 6010          6165 
 6011          6166 
 6012          6013 
 5934          5935 
 5856          5857 
 5779          5780 
 5700          5701 
 5618          5619 
 5538          5539 
 5457          5458 
 5377          5378 
 5297          5298 
 5217          5141 
 5139          5064 
 5062          5139 
 4988          5064 
 4914          4990 
 4838          0 
 4760          4761 
 4681          4682 
 4601          4602 
 4520          4521 
 4433          4434 
 4344          4345 
 4253          4254 
 4164          4165 
 4075          4076 
 3986          3987 
 3897          3898 
 3808          3809 
 3717          3718 
 3627          3628 
 3535          3536 
 3439          3535 
 3440          3536 
 3441          3442 
 3343          3344 
 3243          3244 
 3142          3245 
 3043          3144 
 2944          0 
 2843          0 
 2743          0 
 2643          0 
 2542          2441 
 2439          2334 
 2332          2226 
 2225          2226 
 2117          2118 
 2008          0 
 2009          2010 
 1899          1900 
 1790          1791 
 1681          1682 
 1574          1575 
 1471          1472 
 1369          1370 
 1274          0 
 1275          0 
 1372          0 
 1373          1374 
 1277          1278 
 1189          1190 
 1103          1104 
 1020          1021 
 942           943 
 866           867 
 792           868 
 719           794 
 720           795 
 648           722 
 649           722 
 650           723 
 724           797 
 799           873 
 800           874 
 876           951 
 877           0 
 803           804 
 729           730 
 656           657 
 583           584 
 514           515 
 450           451 
