1           97179.790   192003.090
2           97179.790   192253.090
3           97179.790   192503.090
4           97179.790   192753.090
5           97179.790   193003.090
6           97429.790   191003.090
7           97429.790   191253.090
8           97429.790   191503.090
9           97429.790   191753.090
10          97429.790   192003.090
11          97429.790   192253.090
12          97429.790   192503.090
13          97429.790   192753.090
14          97429.790   193003.090
15          97679.790   189753.090
16          97679.790   190003.090
17          97679.790   190253.090
18          97679.790   190503.090
19          97679.790   190753.090
20          97679.790   191003.090
21          97679.790   191253.090
22          97679.790   191503.090
23          97679.790   191753.090
24          97679.790   192003.090
25          97679.790   192253.090
26          97679.790   192503.090
27          97679.790   192753.090
28          97679.790   193003.090
29          97929.790   189253.090
30          97929.790   189503.090
31          97929.790   189753.090
32          97929.790   190003.090
33          97929.790   190253.090
34          97929.790   190503.090
35          97929.790   190753.090
36          97929.790   191003.090
37          97929.790   191253.090
38          97929.790   191503.090
39          97929.790   191753.090
40          97929.790   192003.090
41          97929.790   192253.090
42          97929.790   192503.090
43          97929.790   192753.090
44          97929.790   193003.090
45          97929.790   193253.090
46          98179.790   188253.090
47          98179.790   188503.090
48          98179.790   188753.090
49          98179.790   189003.090
50          98179.790   189253.090
51          98179.790   189503.090
52          98179.790   189753.090
53          98179.790   190003.090
54          98179.790   190253.090
55          98179.790   190503.090
56          98179.790   190753.090
57          98179.790   191003.090
58          98179.790   191253.090
59          98179.790   191503.090
60          98179.790   191753.090
61          98179.790   192003.090
62          98179.790   192253.090
63          98179.790   192503.090
64          98179.790   192753.090
65          98179.790   193003.090
66          98179.790   193253.090
67          98179.790   193503.090
68          98179.790   193753.090
69          98429.790   187003.090
70          98429.790   187253.090
71          98429.790   187503.090
72          98429.790   187753.090
73          98429.790   188003.090
74          98429.790   188253.090
75          98429.790   188503.090
76          98429.790   188753.090
77          98429.790   189003.090
78          98429.790   189253.090
79          98429.790   189503.090
80          98429.790   189753.090
81          98429.790   190003.090
82          98429.790   190253.090
83          98429.790   190503.090
84          98429.790   190753.090
85          98429.790   191003.090
86          98429.790   191253.090
87          98429.790   191503.090
88          98429.790   191753.090
89          98429.790   192003.090
90          98429.790   192253.090
91          98429.790   192503.090
92          98429.790   192753.090
93          98429.790   193003.090
94          98429.790   193253.090
95          98429.790   193503.090
96          98429.790   193753.090
97          98429.790   194003.090
98          98429.790   194253.090
99          98429.790   194503.090
100         98429.790   194753.090
101         98429.790   195003.090
102         98679.790   185753.090
103         98679.790   186003.090
104         98679.790   186253.090
105         98679.790   186503.090
106         98679.790   186753.090
107         98679.790   187003.090
108         98679.790   187253.090
109         98679.790   187503.090
110         98679.790   187753.090
111         98679.790   188003.090
112         98679.790   188253.090
113         98679.790   188503.090
114         98679.790   188753.090
115         98679.790   189003.090
116         98679.790   189253.090
117         98679.790   189503.090
118         98679.790   189753.090
119         98679.790   190003.090
120         98679.790   190253.090
121         98679.790   190503.090
122         98679.790   190753.090
123         98679.790   191003.090
124         98679.790   191253.090
125         98679.790   191503.090
126         98679.790   191753.090
127         98679.790   192003.090
128         98679.790   192253.090
129         98679.790   192503.090
130         98679.790   192753.090
131         98679.790   193003.090
132         98679.790   193253.090
133         98679.790   193503.090
134         98679.790   193753.090
135         98679.790   194003.090
136         98679.790   194253.090
137         98679.790   194503.090
138         98679.790   194753.090
139         98679.790   195003.090
140         98679.790   195253.090
141         98929.790   185003.090
142         98929.790   185253.090
143         98929.790   185503.090
144         98929.790   185753.090
145         98929.790   186003.090
146         98929.790   186253.090
147         98929.790   186503.090
148         98929.790   186753.090
149         98929.790   187003.090
150         98929.790   187253.090
151         98929.790   187503.090
152         98929.790   187753.090
153         98929.790   188003.090
154         98929.790   188253.090
155         98929.790   188503.090
156         98929.790   188753.090
157         98929.790   189003.090
158         98929.790   189253.090
159         98929.790   189503.090
160         98929.790   189753.090
161         98929.790   190003.090
162         98929.790   190253.090
163         98929.790   190503.090
164         98929.790   190753.090
165         98929.790   191003.090
166         98929.790   191253.090
167         98929.790   191503.090
168         98929.790   191753.090
169         98929.790   192003.090
170         98929.790   192253.090
171         98929.790   192503.090
172         98929.790   192753.090
173         98929.790   193003.090
174         98929.790   193253.090
175         98929.790   193503.090
176         98929.790   193753.090
177         98929.790   194003.090
178         98929.790   194253.090
179         98929.790   194503.090
180         98929.790   194753.090
181         98929.790   195003.090
182         98929.790   195253.090
183         98929.790   195503.090
184         99179.790   184003.090
185         99179.790   184253.090
186         99179.790   184503.090
187         99179.790   184753.090
188         99179.790   185003.090
189         99179.790   185253.090
190         99179.790   185503.090
191         99179.790   185753.090
192         99179.790   186003.090
193         99179.790   186253.090
194         99179.790   186503.090
195         99179.790   186753.090
196         99179.790   187003.090
197         99179.790   187253.090
198         99179.790   187503.090
199         99179.790   187753.090
200         99179.790   188003.090
201         99179.790   188253.090
202         99179.790   188503.090
203         99179.790   188753.090
204         99179.790   189003.090
205         99179.790   189253.090
206         99179.790   189503.090
207         99179.790   189753.090
208         99179.790   190003.090
209         99179.790   190253.090
210         99179.790   190503.090
211         99179.790   190753.090
212         99179.790   191003.090
213         99179.790   191253.090
214         99179.790   191503.090
215         99179.790   191753.090
216         99179.790   192003.090
217         99179.790   192253.090
218         99179.790   192503.090
219         99179.790   192753.090
220         99179.790   193003.090
221         99179.790   193253.090
222         99179.790   193503.090
223         99179.790   193753.090
224         99179.790   194003.090
225         99179.790   194253.090
226         99179.790   194503.090
227         99179.790   194753.090
228         99179.790   195003.090
229         99179.790   195253.090
230         99179.790   195503.090
231         99429.790   183253.090
232         99429.790   183503.090
233         99429.790   183753.090
234         99429.790   184003.090
235         99429.790   184253.090
236         99429.790   184503.090
237         99429.790   184753.090
238         99429.790   185003.090
239         99429.790   185253.090
240         99429.790   185503.090
241         99429.790   185753.090
242         99429.790   186003.090
243         99429.790   186253.090
244         99429.790   186503.090
245         99429.790   186753.090
246         99429.790   187003.090
247         99429.790   187253.090
248         99429.790   187503.090
249         99429.790   187753.090
250         99429.790   188003.090
251         99429.790   188253.090
252         99429.790   188503.090
253         99429.790   188753.090
254         99429.790   189003.090
255         99429.790   189253.090
256         99429.790   189503.090
257         99429.790   189753.090
258         99429.790   190003.090
259         99429.790   190253.090
260         99429.790   190503.090
261         99429.790   190753.090
262         99429.790   191003.090
263         99429.790   191253.090
264         99429.790   191503.090
265         99429.790   191753.090
266         99429.790   192003.090
267         99429.790   192253.090
268         99429.790   192503.090
269         99429.790   192753.090
270         99429.790   193003.090
271         99429.790   193253.090
272         99429.790   193503.090
273         99429.790   193753.090
274         99429.790   194003.090
275         99429.790   194253.090
276         99429.790   194503.090
277         99429.790   194753.090
278         99429.790   195003.090
279         99429.790   195253.090
280         99429.790   195503.090
281         99429.790   195753.090
282         99679.790   183003.090
283         99679.790   183253.090
284         99679.790   183503.090
285         99679.790   183753.090
286         99679.790   184003.090
287         99679.790   184253.090
288         99679.790   184503.090
289         99679.790   184753.090
290         99679.790   185003.090
291         99679.790   185253.090
292         99679.790   185503.090
293         99679.790   185753.090
294         99679.790   186003.090
295         99679.790   186253.090
296         99679.790   186503.090
297         99679.790   186753.090
298         99679.790   187003.090
299         99679.790   187253.090
300         99679.790   187503.090
301         99679.790   187753.090
302         99679.790   188003.090
303         99679.790   188253.090
304         99679.790   188503.090
305         99679.790   188753.090
306         99679.790   189003.090
307         99679.790   189253.090
308         99679.790   189503.090
309         99679.790   189753.090
310         99679.790   190003.090
311         99679.790   190253.090
312         99679.790   190503.090
313         99679.790   190753.090
314         99679.790   191003.090
315         99679.790   191253.090
316         99679.790   191503.090
317         99679.790   191753.090
318         99679.790   192003.090
319         99679.790   192253.090
320         99679.790   192503.090
321         99679.790   192753.090
322         99679.790   193003.090
323         99679.790   193253.090
324         99679.790   193503.090
325         99679.790   193753.090
326         99679.790   194003.090
327         99679.790   194253.090
328         99679.790   194503.090
329         99679.790   194753.090
330         99679.790   195003.090
331         99679.790   195253.090
332         99679.790   195503.090
333         99679.790   195753.090
334         99679.790   196003.090
335         99929.790   182753.090
336         99929.790   183003.090
337         99929.790   183253.090
338         99929.790   183503.090
339         99929.790   183753.090
340         99929.790   184003.090
341         99929.790   184253.090
342         99929.790   184503.090
343         99929.790   184753.090
344         99929.790   185003.090
345         99929.790   185253.090
346         99929.790   185503.090
347         99929.790   185753.090
348         99929.790   186003.090
349         99929.790   186253.090
350         99929.790   186503.090
351         99929.790   186753.090
352         99929.790   187003.090
353         99929.790   187253.090
354         99929.790   187503.090
355         99929.790   187753.090
356         99929.790   188003.090
357         99929.790   188253.090
358         99929.790   188503.090
359         99929.790   188753.090
360         99929.790   189003.090
361         99929.790   189253.090
362         99929.790   189503.090
363         99929.790   189753.090
364         99929.790   190003.090
365         99929.790   190253.090
366         99929.790   190503.090
367         99929.790   190753.090
368         99929.790   191003.090
369         99929.790   191253.090
370         99929.790   191503.090
371         99929.790   191753.090
372         99929.790   192003.090
373         99929.790   192253.090
374         99929.790   192503.090
375         99929.790   192753.090
376         99929.790   193003.090
377         99929.790   193253.090
378         99929.790   193503.090
379         99929.790   193753.090
380         99929.790   194003.090
381         99929.790   194253.090
382         99929.790   194503.090
383         99929.790   194753.090
384         99929.790   195003.090
385         99929.790   195253.090
386         99929.790   195503.090
387         99929.790   195753.090
388         99929.790   196003.090
389         99929.790   196253.090
390        100179.790   182503.090
391        100179.790   182753.090
392        100179.790   183003.090
393        100179.790   183253.090
394        100179.790   183503.090
395        100179.790   183753.090
396        100179.790   184003.090
397        100179.790   184253.090
398        100179.790   184503.090
399        100179.790   184753.090
400        100179.790   185003.090
401        100179.790   185253.090
402        100179.790   185503.090
403        100179.790   185753.090
404        100179.790   186003.090
405        100179.790   186253.090
406        100179.790   186503.090
407        100179.790   186753.090
408        100179.790   187003.090
409        100179.790   187253.090
410        100179.790   187503.090
411        100179.790   187753.090
412        100179.790   188003.090
413        100179.790   188253.090
414        100179.790   188503.090
415        100179.790   188753.090
416        100179.790   189003.090
417        100179.790   189253.090
418        100179.790   189503.090
419        100179.790   189753.090
420        100179.790   190003.090
421        100179.790   190253.090
422        100179.790   190503.090
423        100179.790   190753.090
424        100179.790   191003.090
425        100179.790   191253.090
426        100179.790   191503.090
427        100179.790   191753.090
428        100179.790   192003.090
429        100179.790   192253.090
430        100179.790   192503.090
431        100179.790   192753.090
432        100179.790   193003.090
433        100179.790   193253.090
434        100179.790   193503.090
435        100179.790   193753.090
436        100179.790   194003.090
437        100179.790   194253.090
